train_ds,target_ds,embedder,seed,method,n_test,roc_auc,pr_auc,tpr_fpr1,tpr_fpr5
XSTest,Wild,bge-large-en-v1.5,3,DELONG_B1w_vs_A1,400,0.00016977817521679484,,,
XSTest,ToxicChat,bge-large-en-v1.5,3,A1_raw,400,0.8146249999999999,0.8257286218047042,0.17,0.45
XSTest,ToxicChat,bge-large-en-v1.5,3,B1_raw,400,0.729625,0.7326294847165594,0.125,0.205
XSTest,ToxicChat,bge-large-en-v1.5,3,B1b_SigmaT,400,0.592525,0.596179811188337,0.04,0.09
XSTest,ToxicChat,bge-large-en-v1.5,3,B1w_SigmaW,400,0.6222,0.6263146564419642,0.06,0.13
XSTest,ToxicChat,bge-large-en-v1.5,3,DELONG_B1w_vs_A1,400,7.79989406396453e-11,,,
XSTest,XSTest,bge-large-en-v1.5,3,A1_raw,400,0.8020499999999999,0.8399269292438819,0.345,0.525
XSTest,XSTest,bge-large-en-v1.5,3,B1_raw,400,0.8384,0.8620670588129704,0.425,0.59
XSTest,XSTest,bge-large-en-v1.5,3,B1b_SigmaT,400,1.0,1.0,1.0,1.0
XSTest,XSTest,bge-large-en-v1.5,3,B1w_SigmaW,400,1.0,1.0,1.0,1.0
XSTest,XSTest,bge-large-en-v1.5,3,DELONG_B1w_vs_A1,400,0.0,,,
XSTest,AdvBench,bge-large-en-v1.5,3,A1_raw,400,0.9884499999999999,0.9893021998507764,0.845,0.935
XSTest,AdvBench,bge-large-en-v1.5,3,B1_raw,400,0.9909000000000001,0.9919925127568999,0.925,0.95
XSTest,AdvBench,bge-large-en-v1.5,3,B1b_SigmaT,400,0.922875,0.9209995926745126,0.365,0.62
XSTest,AdvBench,bge-large-en-v1.5,3,B1w_SigmaW,400,0.93975,0.939588318424143,0.4,0.69
XSTest,AdvBench,bge-large-en-v1.5,3,DELONG_B1w_vs_A1,400,1.772912799014037e-06,,,
XSTest,HarmBench,bge-large-en-v1.5,3,A1_raw,400,0.8939,0.8986949003350275,0.46,0.535
XSTest,HarmBench,bge-large-en-v1.5,3,B1_raw,400,0.8458249999999999,0.8569566148846881,0.35,0.48
XSTest,HarmBench,bge-large-en-v1.5,3,B1b_SigmaT,400,0.8545750000000001,0.847025915246338,0.145,0.45
XSTest,HarmBench,bge-large-en-v1.5,3,B1w_SigmaW,400,0.858425,0.8564747235528419,0.215,0.515
XSTest,HarmBench,bge-large-en-v1.5,3,DELONG_B1w_vs_A1,400,0.07717932172437769,,,
XSTest,Wild,bge-large-en-v1.5,4,A1_raw,400,0.6680749999999999,0.6625885660844513,0.02,0.12
XSTest,Wild,bge-large-en-v1.5,4,B1_raw,400,0.52905,0.5290459012721281,0.03,0.065
XSTest,Wild,bge-large-en-v1.5,4,B1b_SigmaT,400,0.542625,0.5197336501902199,0.005,0.04
XSTest,Wild,bge-large-en-v1.5,4,B1w_SigmaW,400,0.540475,0.5174433487335384,0.0,0.04
XSTest,Wild,bge-large-en-v1.5,4,DELONG_B1w_vs_A1,400,2.7149830810424547e-05,,,
XSTest,ToxicChat,bge-large-en-v1.5,4,A1_raw,400,0.8093249999999999,0.820488089674955,0.215,0.41
XSTest,ToxicChat,bge-large-en-v1.5,4,B1_raw,400,0.7044999999999999,0.7055581685883808,0.11,0.17
XSTest,ToxicChat,bge-large-en-v1.5,4,B1b_SigmaT,400,0.61095,0.6245212955541412,0.075,0.125
XSTest,ToxicChat,bge-large-en-v1.5,4,B1w_SigmaW,400,0.625975,0.6413861715987782,0.09,0.16
XSTest,ToxicChat,bge-large-en-v1.5,4,DELONG_B1w_vs_A1,400,2.1910782077583235e-09,,,
XSTest,XSTest,bge-large-en-v1.5,4,A1_raw,400,0.7944250000000002,0.8355518106851505,0.345,0.51
XSTest,XSTest,bge-large-en-v1.5,4,B1_raw,400,0.8347,0.860130709306445,0.44,0.555
XSTest,XSTest,bge-large-en-v1.5,4,B1b_SigmaT,400,1.0,1.0,1.0,1.0
XSTest,XSTest,bge-large-en-v1.5,4,B1w_SigmaW,400,1.0,1.0,1.0,1.0
XSTest,XSTest,bge-large-en-v1.5,4,DELONG_B1w_vs_A1,400,0.0,,,
XSTest,AdvBench,bge-large-en-v1.5,4,A1_raw,400,0.9824999999999999,0.9833829974050314,0.78,0.885
XSTest,AdvBench,bge-large-en-v1.5,4,B1_raw,400,0.988225,0.9889320760094201,0.835,0.93
XSTest,AdvBench,bge-large-en-v1.5,4,B1b_SigmaT,400,0.925125,0.9259772713403717,0.395,0.635
XSTest,AdvBench,bge-large-en-v1.5,4,B1w_SigmaW,400,0.94205,0.9421658641211563,0.445,0.67
XSTest,AdvBench,bge-large-en-v1.5,4,DELONG_B1w_vs_A1,400,4.462901800428298e-05,,,
XSTest,HarmBench,bge-large-en-v1.5,4,A1_raw,400,0.8781,0.8724984718408266,0.32,0.46
XSTest,HarmBench,bge-large-en-v1.5,4,B1_raw,400,0.8435,0.8429433832957709,0.275,0.45
XSTest,HarmBench,bge-large-en-v1.5,4,B1b_SigmaT,400,0.8259000000000001,0.8327368861157756,0.165,0.52
XSTest,HarmBench,bge-large-en-v1.5,4,B1w_SigmaW,400,0.834,0.8382802678856311,0.175,0.48
XSTest,HarmBench,bge-large-en-v1.5,4,DELONG_B1w_vs_A1,400,0.01970244137651589,,,
XSTest,Wild,Qwen3-Embedding-8B,0,A1_raw,400,0.7675375,0.7655995712663648,0.115,0.3
XSTest,Wild,Qwen3-Embedding-8B,0,B1_raw,400,0.7826375000000001,0.7791314841231654,0.18,0.33
XSTest,Wild,Qwen3-Embedding-8B,0,B1b_SigmaT,400,0.6593875,0.6891036652398134,0.13,0.215
XSTest,Wild,Qwen3-Embedding-8B,0,B1w_SigmaW,400,0.664025,0.6930679915945326,0.105,0.22
XSTest,Wild,Qwen3-Embedding-8B,0,DELONG_B1w_vs_A1,400,4.6450329820313385e-06,,,
XSTest,ToxicChat,Qwen3-Embedding-8B,0,A1_raw,400,0.628325,0.6746047328716982,0.09,0.215
XSTest,ToxicChat,Qwen3-Embedding-8B,0,B1_raw,400,0.818025,0.8257568039955283,0.105,0.395
XSTest,ToxicChat,Qwen3-Embedding-8B,0,B1b_SigmaT,400,0.6958249999999999,0.7015027465363038,0.065,0.21
XSTest,ToxicChat,Qwen3-Embedding-8B,0,B1w_SigmaW,400,0.7016249999999999,0.7092716140591895,0.08,0.19
XSTest,ToxicChat,Qwen3-Embedding-8B,0,DELONG_B1w_vs_A1,400,0.005427977039040632,,,
XSTest,XSTest,Qwen3-Embedding-8B,0,A1_raw,400,0.7986249999999999,0.8437516082656538,0.445,0.57
XSTest,XSTest,Qwen3-Embedding-8B,0,B1_raw,400,0.897375,0.9068010095202187,0.445,0.645
XSTest,XSTest,Qwen3-Embedding-8B,0,B1b_SigmaT,400,1.0,1.0,1.0,1.0
XSTest,XSTest,Qwen3-Embedding-8B,0,B1w_SigmaW,400,1.0,1.0,1.0,1.0
XSTest,XSTest,Qwen3-Embedding-8B,0,DELONG_B1w_vs_A1,400,0.0,,,
XSTest,AdvBench,Qwen3-Embedding-8B,0,A1_raw,400,0.8921,0.8933621526092119,0.355,0.5
XSTest,AdvBench,Qwen3-Embedding-8B,0,B1_raw,400,0.9984999999999999,0.9986346224466192,0.98,0.99
XSTest,AdvBench,Qwen3-Embedding-8B,0,B1b_SigmaT,400,0.9479,0.9379777405312184,0.26,0.73
XSTest,AdvBench,Qwen3-Embedding-8B,0,B1w_SigmaW,400,0.95985,0.9525916002084869,0.33,0.795
XSTest,AdvBench,Qwen3-Embedding-8B,0,DELONG_B1w_vs_A1,400,5.093470054884364e-05,,,
XSTest,HarmBench,Qwen3-Embedding-8B,0,A1_raw,400,0.6461749999999999,0.6941230483069034,0.085,0.22
XSTest,HarmBench,Qwen3-Embedding-8B,0,B1_raw,400,0.8763,0.9057846669171967,0.455,0.645
XSTest,HarmBench,Qwen3-Embedding-8B,0,B1b_SigmaT,400,0.7907250000000001,0.8045741626602203,0.19,0.38
XSTest,HarmBench,Qwen3-Embedding-8B,0,B1w_SigmaW,400,0.806925,0.8239657053804766,0.22,0.45
XSTest,HarmBench,Qwen3-Embedding-8B,0,DELONG_B1w_vs_A1,400,3.0931990302462964e-10,,,
XSTest,Wild,Qwen3-Embedding-8B,1,A1_raw,400,0.720525,0.740334339636456,0.175,0.315
XSTest,Wild,Qwen3-Embedding-8B,1,B1_raw,400,0.7259249999999999,0.7335499900372943,0.105,0.27
XSTest,Wild,Qwen3-Embedding-8B,1,B1b_SigmaT,400,0.6071500000000001,0.6375017066471285,0.095,0.155
XSTest,Wild,Qwen3-Embedding-8B,1,B1w_SigmaW,400,0.612525,0.6428129934221138,0.095,0.16
XSTest,Wild,Qwen3-Embedding-8B,1,DELONG_B1w_vs_A1,400,2.983982543502961e-06,,,
XSTest,ToxicChat,Qwen3-Embedding-8B,1,A1_raw,400,0.6237625,0.6648639733679983,0.11,0.185
XSTest,ToxicChat,Qwen3-Embedding-8B,1,B1_raw,400,0.8053,0.8307028796518529,0.175,0.455
XSTest,ToxicChat,Qwen3-Embedding-8B,1,B1b_SigmaT,400,0.5923499999999999,0.6232626754947659,0.05,0.185
XSTest,ToxicChat,Qwen3-Embedding-8B,1,B1w_SigmaW,400,0.6004750000000001,0.6350255237681168,0.07,0.195
XSTest,ToxicChat,Qwen3-Embedding-8B,1,DELONG_B1w_vs_A1,400,0.3791741282746921,,,
XSTest,XSTest,Qwen3-Embedding-8B,1,A1_raw,400,0.8034250000000001,0.8419278530906126,0.43,0.565
XSTest,XSTest,Qwen3-Embedding-8B,1,B1_raw,400,0.889775,0.8991702905343026,0.43,0.62
XSTest,XSTest,Qwen3-Embedding-8B,1,B1b_SigmaT,400,1.0,1.0,1.0,1.0
XSTest,XSTest,Qwen3-Embedding-8B,1,B1w_SigmaW,400,1.0,1.0,1.0,1.0
XSTest,XSTest,Qwen3-Embedding-8B,1,DELONG_B1w_vs_A1,400,0.0,,,
XSTest,AdvBench,Qwen3-Embedding-8B,1,A1_raw,400,0.8736,0.8689075453374008,0.24,0.44
XSTest,AdvBench,Qwen3-Embedding-8B,1,B1_raw,400,0.998175,0.9984178871942053,0.98,0.99
XSTest,AdvBench,Qwen3-Embedding-8B,1,B1b_SigmaT,400,0.93945,0.9320537799307237,0.26,0.71
XSTest,AdvBench,Qwen3-Embedding-8B,1,B1w_SigmaW,400,0.9551000000000001,0.9500454278455381,0.345,0.785
XSTest,AdvBench,Qwen3-Embedding-8B,1,DELONG_B1w_vs_A1,400,2.558076119596464e-06,,,
XSTest,HarmBench,Qwen3-Embedding-8B,1,A1_raw,400,0.662075,0.7142423577134657,0.14,0.245
XSTest,HarmBench,Qwen3-Embedding-8B,1,B1_raw,400,0.8817250000000001,0.913880999841308,0.495,0.7
XSTest,HarmBench,Qwen3-Embedding-8B,1,B1b_SigmaT,400,0.813,0.8257229666927858,0.17,0.46
XSTest,HarmBench,Qwen3-Embedding-8B,1,B1w_SigmaW,400,0.8291999999999999,0.8469602370306684,0.195,0.505
XSTest,HarmBench,Qwen3-Embedding-8B,1,DELONG_B1w_vs_A1,400,8.589151612170554e-11,,,
XSTest,Wild,Qwen3-Embedding-8B,2,A1_raw,400,0.73645,0.7440739094365417,0.085,0.28
XSTest,Wild,Qwen3-Embedding-8B,2,B1_raw,400,0.748625,0.7448758287680828,0.08,0.285
XSTest,Wild,Qwen3-Embedding-8B,2,B1b_SigmaT,400,0.62045,0.6374089938953348,0.02,0.205
XSTest,Wild,Qwen3-Embedding-8B,2,B1w_SigmaW,400,0.6223749999999999,0.638047408741141,0.02,0.205
XSTest,Wild,Qwen3-Embedding-8B,2,DELONG_B1w_vs_A1,400,2.1870936398604712e-05,,,
XSTest,ToxicChat,Qwen3-Embedding-8B,2,A1_raw,400,0.597125,0.6308059958051695,0.06,0.185
XSTest,ToxicChat,Qwen3-Embedding-8B,2,B1_raw,400,0.7989999999999999,0.8287391723364252,0.23,0.465
XSTest,ToxicChat,Qwen3-Embedding-8B,2,B1b_SigmaT,400,0.60365,0.6340861368847186,0.065,0.18
XSTest,ToxicChat,Qwen3-Embedding-8B,2,B1w_SigmaW,400,0.6097,0.6417018589042084,0.075,0.18
XSTest,ToxicChat,Qwen3-Embedding-8B,2,DELONG_B1w_vs_A1,400,0.6681486135123551,,,
XSTest,XSTest,Qwen3-Embedding-8B,2,A1_raw,400,0.8022999999999999,0.8419171671341937,0.43,0.565
XSTest,XSTest,Qwen3-Embedding-8B,2,B1_raw,400,0.886825,0.8999565100567195,0.425,0.66
XSTest,XSTest,Qwen3-Embedding-8B,2,B1b_SigmaT,400,1.0,1.0,1.0,1.0
XSTest,XSTest,Qwen3-Embedding-8B,2,B1w_SigmaW,400,1.0,1.0,1.0,1.0
XSTest,XSTest,Qwen3-Embedding-8B,2,DELONG_B1w_vs_A1,400,0.0,,,
XSTest,AdvBench,Qwen3-Embedding-8B,2,A1_raw,400,0.874325,0.8566246170959122,0.12,0.39
XSTest,AdvBench,Qwen3-Embedding-8B,2,B1_raw,400,0.99805,0.9983793713789736,0.985,0.99
XSTest,AdvBench,Qwen3-Embedding-8B,2,B1b_SigmaT,400,0.8894,0.8957172040023883,0.305,0.61
XSTest,AdvBench,Qwen3-Embedding-8B,2,B1w_SigmaW,400,0.9145,0.921417624973262,0.445,0.68
XSTest,AdvBench,Qwen3-Embedding-8B,2,DELONG_B1w_vs_A1,400,0.0499697632256173,,,
XSTest,HarmBench,Qwen3-Embedding-8B,2,A1_raw,400,0.6381999999999999,0.6786100609062833,0.075,0.175
XSTest,HarmBench,Qwen3-Embedding-8B,2,B1_raw,400,0.8598500000000001,0.8935879739134374,0.435,0.63
XSTest,HarmBench,Qwen3-Embedding-8B,2,B1b_SigmaT,400,0.7442749999999999,0.7730229166611801,0.205,0.35
XSTest,HarmBench,Qwen3-Embedding-8B,2,B1w_SigmaW,400,0.7658000000000001,0.7950778814976697,0.265,0.365
XSTest,HarmBench,Qwen3-Embedding-8B,2,DELONG_B1w_vs_A1,400,4.2206668191546726e-06,,,
XSTest,Wild,Qwen3-Embedding-8B,3,A1_raw,400,0.7915874999999999,0.7840557217374382,0.14,0.335
XSTest,Wild,Qwen3-Embedding-8B,3,B1_raw,400,0.8014875,0.7937674481818076,0.09,0.355
XSTest,Wild,Qwen3-Embedding-8B,3,B1b_SigmaT,400,0.673225,0.6696432976757483,0.035,0.215
XSTest,Wild,Qwen3-Embedding-8B,3,B1w_SigmaW,400,0.6767250000000001,0.6747109984148407,0.035,0.205
XSTest,Wild,Qwen3-Embedding-8B,3,DELONG_B1w_vs_A1,400,1.71747713939574e-06,,,
XSTest,ToxicChat,Qwen3-Embedding-8B,3,A1_raw,400,0.604325,0.6272220131423898,0.06,0.145
XSTest,ToxicChat,Qwen3-Embedding-8B,3,B1_raw,400,0.8106749999999999,0.8294383230565506,0.2,0.425
XSTest,ToxicChat,Qwen3-Embedding-8B,3,B1b_SigmaT,400,0.5760500000000001,0.6161239290733257,0.09,0.135
XSTest,ToxicChat,Qwen3-Embedding-8B,3,B1w_SigmaW,400,0.586375,0.62868770984788,0.105,0.15
XSTest,ToxicChat,Qwen3-Embedding-8B,3,DELONG_B1w_vs_A1,400,0.4588905272056685,,,
XSTest,XSTest,Qwen3-Embedding-8B,3,A1_raw,400,0.8084250000000001,0.8505213918310508,0.485,0.57
XSTest,XSTest,Qwen3-Embedding-8B,3,B1_raw,400,0.8970250000000001,0.9071478254939662,0.44,0.67
XSTest,XSTest,Qwen3-Embedding-8B,3,B1b_SigmaT,400,1.0,1.0,1.0,1.0
XSTest,XSTest,Qwen3-Embedding-8B,3,B1w_SigmaW,400,1.0,1.0,1.0,1.0
XSTest,XSTest,Qwen3-Embedding-8B,3,DELONG_B1w_vs_A1,400,0.0,,,
XSTest,AdvBench,Qwen3-Embedding-8B,3,A1_raw,400,0.8858999999999999,0.8770109517469711,0.21,0.48
XSTest,AdvBench,Qwen3-Embedding-8B,3,B1_raw,400,0.999075,0.9991090836536148,0.98,0.995
XSTest,AdvBench,Qwen3-Embedding-8B,3,B1b_SigmaT,400,0.9453249999999999,0.9418714540661237,0.305,0.75
XSTest,AdvBench,Qwen3-Embedding-8B,3,B1w_SigmaW,400,0.9579,0.956960204184083,0.36,0.81
XSTest,AdvBench,Qwen3-Embedding-8B,3,DELONG_B1w_vs_A1,400,1.2730090404033945e-05,,,
XSTest,HarmBench,Qwen3-Embedding-8B,3,A1_raw,400,0.68315,0.71366102406911,0.085,0.22
XSTest,HarmBench,Qwen3-Embedding-8B,3,B1_raw,400,0.89165,0.91738985162716,0.555,0.695
XSTest,HarmBench,Qwen3-Embedding-8B,3,B1b_SigmaT,400,0.8269,0.8393696412884684,0.265,0.4
XSTest,HarmBench,Qwen3-Embedding-8B,3,B1w_SigmaW,400,0.8412750000000001,0.8557198438088993,0.335,0.485
XSTest,HarmBench,Qwen3-Embedding-8B,3,DELONG_B1w_vs_A1,400,2.045505986814078e-10,,,
XSTest,Wild,Qwen3-Embedding-8B,4,A1_raw,400,0.6667624999999999,0.6781166630130131,0.06,0.175
XSTest,Wild,Qwen3-Embedding-8B,4,B1_raw,400,0.6912625000000001,0.7097019184320599,0.135,0.255
XSTest,Wild,Qwen3-Embedding-8B,4,B1b_SigmaT,400,0.5973875,0.632283435527101,0.08,0.185
XSTest,Wild,Qwen3-Embedding-8B,4,B1w_SigmaW,400,0.5950875,0.6310541235343816,0.075,0.185
XSTest,Wild,Qwen3-Embedding-8B,4,DELONG_B1w_vs_A1,400,0.007831336089191732,,,
XSTest,ToxicChat,Qwen3-Embedding-8B,4,A1_raw,400,0.63605,0.6520331894463907,0.09,0.165
XSTest,ToxicChat,Qwen3-Embedding-8B,4,B1_raw,400,0.789725,0.8139348625066818,0.22,0.42
XSTest,ToxicChat,Qwen3-Embedding-8B,4,B1b_SigmaT,400,0.5906500000000001,0.6301179830822601,0.115,0.16
XSTest,ToxicChat,Qwen3-Embedding-8B,4,B1w_SigmaW,400,0.590825,0.6345451089788272,0.12,0.175
XSTest,ToxicChat,Qwen3-Embedding-8B,4,DELONG_B1w_vs_A1,400,0.08599830120095331,,,
XSTest,XSTest,Qwen3-Embedding-8B,4,A1_raw,400,0.7958500000000001,0.8389611858457415,0.435,0.565
XSTest,XSTest,Qwen3-Embedding-8B,4,B1_raw,400,0.895175,0.9049417032406961,0.47,0.67
XSTest,XSTest,Qwen3-Embedding-8B,4,B1b_SigmaT,400,1.0,1.0,1.0,1.0
XSTest,XSTest,Qwen3-Embedding-8B,4,B1w_SigmaW,400,1.0,1.0,1.0,1.0
XSTest,XSTest,Qwen3-Embedding-8B,4,DELONG_B1w_vs_A1,400,0.0,,,
XSTest,AdvBench,Qwen3-Embedding-8B,4,A1_raw,400,0.88155,0.8723235753672155,0.14,0.455
XSTest,AdvBench,Qwen3-Embedding-8B,4,B1_raw,400,0.9985250000000001,0.9987047900309975,0.98,0.995
XSTest,AdvBench,Qwen3-Embedding-8B,4,B1b_SigmaT,400,0.93615,0.925509890643077,0.23,0.685
XSTest,AdvBench,Qwen3-Embedding-8B,4,B1w_SigmaW,400,0.9467249999999999,0.9384284014785707,0.27,0.7
XSTest,AdvBench,Qwen3-Embedding-8B,4,DELONG_B1w_vs_A1,400,0.000223741175876091,,,
XSTest,HarmBench,Qwen3-Embedding-8B,4,A1_raw,400,0.6554,0.6823248162003055,0.08,0.15
XSTest,HarmBench,Qwen3-Embedding-8B,4,B1_raw,400,0.8591,0.8938836838013314,0.48,0.615
XSTest,HarmBench,Qwen3-Embedding-8B,4,B1b_SigmaT,400,0.7816500000000001,0.7959977669654491,0.185,0.36
XSTest,HarmBench,Qwen3-Embedding-8B,4,B1w_SigmaW,400,0.792675,0.8083412283738014,0.175,0.395
XSTest,HarmBench,Qwen3-Embedding-8B,4,DELONG_B1w_vs_A1,400,1.477024020868356e-07,,,
AdvBench,Wild,all-mpnet-base-v2,0,A1_raw,400,0.51115,0.5163339548209254,0.015,0.06
AdvBench,Wild,all-mpnet-base-v2,0,B1_raw,400,0.6606749999999999,0.6427000184294696,0.055,0.135
AdvBench,Wild,all-mpnet-base-v2,0,B1b_SigmaT,400,0.659975,0.650796314559478,0.025,0.19
AdvBench,Wild,all-mpnet-base-v2,0,B1w_SigmaW,400,0.6672500000000001,0.6534949578634993,0.03,0.155
AdvBench,Wild,all-mpnet-base-v2,0,DELONG_B1w_vs_A1,400,2.976687740741113e-08,,,
AdvBench,ToxicChat,all-mpnet-base-v2,0,A1_raw,400,0.7901499999999999,0.7790214373212647,0.155,0.265
AdvBench,ToxicChat,all-mpnet-base-v2,0,B1_raw,400,0.8014000000000001,0.7951068890535343,0.165,0.325
AdvBench,ToxicChat,all-mpnet-base-v2,0,B1b_SigmaT,400,0.7638750000000001,0.7731748394083685,0.175,0.295
AdvBench,ToxicChat,all-mpnet-base-v2,0,B1w_SigmaW,400,0.7826499999999998,0.7849878679337972,0.195,0.32
AdvBench,ToxicChat,all-mpnet-base-v2,0,DELONG_B1w_vs_A1,400,0.7496991374618385,,,
AdvBench,XSTest,all-mpnet-base-v2,0,A1_raw,400,0.7528250000000001,0.7744379100592563,0.095,0.39
AdvBench,XSTest,all-mpnet-base-v2,0,B1_raw,400,0.7746249999999999,0.8010171759965841,0.11,0.42
AdvBench,XSTest,all-mpnet-base-v2,0,B1b_SigmaT,400,0.7591,0.7887590226150158,0.15,0.385
AdvBench,XSTest,all-mpnet-base-v2,0,B1w_SigmaW,400,0.7743249999999999,0.7950364748633151,0.12,0.375
AdvBench,XSTest,all-mpnet-base-v2,0,DELONG_B1w_vs_A1,400,0.09775394205474996,,,
AdvBench,AdvBench,all-mpnet-base-v2,0,A1_raw,400,0.997025,0.9973170660340174,0.965,0.98
AdvBench,AdvBench,all-mpnet-base-v2,0,B1_raw,400,0.999375,0.9993811894618575,0.975,1.0
AdvBench,AdvBench,all-mpnet-base-v2,0,B1b_SigmaT,400,1.0,1.0,1.0,1.0
AdvBench,AdvBench,all-mpnet-base-v2,0,B1w_SigmaW,400,1.0,1.0,1.0,1.0
AdvBench,AdvBench,all-mpnet-base-v2,0,DELONG_B1w_vs_A1,400,0.038985385339127765,,,
AdvBench,HarmBench,all-mpnet-base-v2,0,A1_raw,400,0.8731749999999999,0.8659119474621174,0.3,0.45
AdvBench,HarmBench,all-mpnet-base-v2,0,B1_raw,400,0.958325,0.9546911062945836,0.5,0.795
AdvBench,HarmBench,all-mpnet-base-v2,0,B1b_SigmaT,400,0.931075,0.9393262048168853,0.565,0.74
AdvBench,HarmBench,all-mpnet-base-v2,0,B1w_SigmaW,400,0.9506000000000001,0.9529436157410567,0.575,0.71
AdvBench,HarmBench,all-mpnet-base-v2,0,DELONG_B1w_vs_A1,400,6.232681748485902e-07,,,
AdvBench,Wild,all-mpnet-base-v2,1,A1_raw,400,0.5329625,0.5309089734698957,0.02,0.065
AdvBench,Wild,all-mpnet-base-v2,1,B1_raw,400,0.6615625,0.6532198639733588,0.065,0.185
AdvBench,Wild,all-mpnet-base-v2,1,B1b_SigmaT,400,0.6415,0.6393398606005349,0.015,0.16
AdvBench,Wild,all-mpnet-base-v2,1,B1w_SigmaW,400,0.6563,0.6563440646621325,0.04,0.16
AdvBench,Wild,all-mpnet-base-v2,1,DELONG_B1w_vs_A1,400,2.7404191041080495e-05,,,
AdvBench,ToxicChat,all-mpnet-base-v2,1,A1_raw,400,0.8065000000000001,0.7996139089670664,0.12,0.355
AdvBench,ToxicChat,all-mpnet-base-v2,1,B1_raw,400,0.7900750000000001,0.800707983857218,0.265,0.43
AdvBench,ToxicChat,all-mpnet-base-v2,1,B1b_SigmaT,400,0.6786749999999999,0.7029416913346395,0.185,0.24
AdvBench,ToxicChat,all-mpnet-base-v2,1,B1w_SigmaW,400,0.693025,0.7168183725865401,0.175,0.265
AdvBench,ToxicChat,all-mpnet-base-v2,1,DELONG_B1w_vs_A1,400,1.2623724733984432e-05,,,
AdvBench,XSTest,all-mpnet-base-v2,1,A1_raw,400,0.7660250000000001,0.7834416350834301,0.115,0.375
AdvBench,XSTest,all-mpnet-base-v2,1,B1_raw,400,0.786025,0.804565861357722,0.11,0.375
AdvBench,XSTest,all-mpnet-base-v2,1,B1b_SigmaT,400,0.742375,0.7620972335642412,0.12,0.285
AdvBench,XSTest,all-mpnet-base-v2,1,B1w_SigmaW,400,0.76055,0.778539074764419,0.13,0.395
AdvBench,XSTest,all-mpnet-base-v2,1,DELONG_B1w_vs_A1,400,0.6871764813365753,,,
AdvBench,AdvBench,all-mpnet-base-v2,1,A1_raw,400,0.9957,0.9963556440904829,0.965,0.98
AdvBench,AdvBench,all-mpnet-base-v2,1,B1_raw,400,0.99875,0.9988122319252752,0.975,0.99
AdvBench,AdvBench,all-mpnet-base-v2,1,B1b_SigmaT,400,1.0,1.0,1.0,1.0
AdvBench,AdvBench,all-mpnet-base-v2,1,B1w_SigmaW,400,1.0,1.0,1.0,1.0
AdvBench,AdvBench,all-mpnet-base-v2,1,DELONG_B1w_vs_A1,400,0.045311646472293354,,,
AdvBench,HarmBench,all-mpnet-base-v2,1,A1_raw,400,0.8676249999999999,0.8647703608899393,0.28,0.45
AdvBench,HarmBench,all-mpnet-base-v2,1,B1_raw,400,0.954825,0.9535941217174294,0.545,0.68
AdvBench,HarmBench,all-mpnet-base-v2,1,B1b_SigmaT,400,0.92165,0.9336515372928683,0.6,0.705
AdvBench,HarmBench,all-mpnet-base-v2,1,B1w_SigmaW,400,0.9379,0.9451729402632502,0.63,0.73
AdvBench,HarmBench,all-mpnet-base-v2,1,DELONG_B1w_vs_A1,400,2.553166415397712e-06,,,
AdvBench,Wild,all-mpnet-base-v2,2,A1_raw,400,0.48865,0.49843502188030014,0.02,0.025
AdvBench,Wild,all-mpnet-base-v2,2,B1_raw,400,0.610025,0.6291510025746785,0.055,0.175
AdvBench,Wild,all-mpnet-base-v2,2,B1b_SigmaT,400,0.6399750000000001,0.6578231540685278,0.07,0.175
AdvBench,Wild,all-mpnet-base-v2,2,B1w_SigmaW,400,0.6454000000000001,0.6663984326124078,0.06,0.21
AdvBench,Wild,all-mpnet-base-v2,2,DELONG_B1w_vs_A1,400,5.905737252565046e-07,,,
AdvBench,ToxicChat,all-mpnet-base-v2,2,A1_raw,400,0.8486999999999999,0.8533603564741143,0.28,0.46
AdvBench,ToxicChat,all-mpnet-base-v2,2,B1_raw,400,0.832775,0.8474044862569184,0.26,0.465
AdvBench,ToxicChat,all-mpnet-base-v2,2,B1b_SigmaT,400,0.720275,0.7426605437305387,0.16,0.285
AdvBench,ToxicChat,all-mpnet-base-v2,2,B1w_SigmaW,400,0.7421499999999999,0.7667905018436589,0.175,0.325
AdvBench,ToxicChat,all-mpnet-base-v2,2,DELONG_B1w_vs_A1,400,1.9000853672457296e-05,,,
AdvBench,XSTest,all-mpnet-base-v2,2,A1_raw,400,0.7598,0.7902539765889179,0.14,0.41
AdvBench,XSTest,all-mpnet-base-v2,2,B1_raw,400,0.77905,0.8102969821451523,0.155,0.525
AdvBench,XSTest,all-mpnet-base-v2,2,B1b_SigmaT,400,0.7393249999999999,0.7786656283907276,0.14,0.42
AdvBench,XSTest,all-mpnet-base-v2,2,B1w_SigmaW,400,0.753525,0.7939683424765015,0.13,0.485
AdvBench,XSTest,all-mpnet-base-v2,2,DELONG_B1w_vs_A1,400,0.6193007159003401,,,
AdvBench,AdvBench,all-mpnet-base-v2,2,A1_raw,400,0.9962,0.9967911862261767,0.96,0.98
AdvBench,AdvBench,all-mpnet-base-v2,2,B1_raw,400,0.99905,0.9991281741507212,0.99,0.995
AdvBench,AdvBench,all-mpnet-base-v2,2,B1b_SigmaT,400,1.0,1.0,1.0,1.0
AdvBench,AdvBench,all-mpnet-base-v2,2,B1w_SigmaW,400,1.0,1.0,1.0,1.0
